time,open,high,low,close,Volume
1770132600,25546.5,25563.5,25481.5,25523.75,25974
1770133500,25523.5,25631.5,25497.5,25617.5,28120
1770134400,25617.5,25619.75,25535,25552.25,20601
1770135300,25552.25,25574.25,25493.75,25497,19661
1770136200,25497.5,25534.25,25478.5,25504,18760
1770137100,25504.25,25526.75,25467.75,25491.25,16541
1770138000,25491.5,25502.5,25401.25,25419.25,21089
1770138900,25420,25466,25407.5,25415,15575
1770139800,25414.25,25421.75,25345,25358,18637
1770140700,25358.5,25427.75,25353.25,25387.25,16564
1770141600,25386.5,25423.5,25326,25333.5,17563
1770142500,25333.75,25367,25312.5,25331.75,14300
1770143400,25331,25331,25282.25,25290.25,13032
1770144300,25289.5,25296.25,25245.5,25245.5,12874
1770145200,25245.5,25326,25219,25322.75,19872
1770146100,25323,25359.25,25278.5,25295.25,20763
1770147000,25294.25,25324.5,25262.25,25269.25,15387
1770147900,25269.5,25329,25234.5,25316.25,16366
1770148800,25316.25,25326.75,25269.5,25310.25,11849
1770149700,25308.75,25343,25284,25330.75,12662
1770150600,25330.25,25422.25,25329.25,25392.25,16373
1770151500,25392.75,25459,25385.75,25445.5,27899
1770152400,25445.5,25472.25,25435.5,25447.75,12167
1770153300,25448.25,25477,25380.5,25425.5,8820
1770154200,25424.75,25427.75,25400.25,25414.75,4237
1770155100,25415,25424,25401.25,25421.25,2839
1770159600,25387.5,25422.5,25362,25420.75,3060
1770160500,25422,25442,25387.5,25395,2131
1770161400,25397.25,25402.75,25385,25401,825
1770162300,25397.5,25433.75,25389.25,25428,1242
1770163200,25427.75,25435,25390.25,25403.75,1734
1770164100,25405.25,25435.75,25397.5,25407.25,1683
1770165000,25409.75,25429.5,25395.5,25400.75,1045
1770165900,25401.5,25411.25,25375.75,25376.5,1256
1770166800,25377.5,25442.75,25377.5,25437.75,2829
1770167700,25436,25452,25432,25444.75,1344
1770168600,25444.25,25454.75,25423.5,25430.5,1389
1770169500,25432.25,25444,25414.5,25440.75,1041
1770170400,25441.5,25473.75,25441,25455.5,1790
1770171300,25456.25,25465,25414,25425.5,1313
1770172200,25423.25,25437.25,25406.5,25422.25,1213
1770173100,25422.75,25429.25,25399.5,25412.25,820
1770174000,25412.75,25433,25402.25,25424.25,856
1770174900,25423.5,25436.5,25408,25423.5,1309
1770175800,25423,25451.75,25422,25431,963
1770176700,25431,25436,25411.5,25433.25,1022
1770177600,25433.5,25439.5,25425.25,25432,519
1770178500,25433,25435.5,25418,25423.25,536
1770179400,25425,25448,25424,25439.75,771
1770180300,25440.25,25442,25423.5,25433.75,631
1770181200,25434.5,25437,25416.5,25421.5,583
1770182100,25422,25438.25,25421.5,25431.75,462
1770183000,25432,25435,25408.75,25429.5,735
1770183900,25429.5,25443.25,25428.25,25443,581
1770184800,25442.5,25465.25,25435.5,25460.5,1089
1770185700,25461.25,25463,25437,25456,805
1770186600,25456,25479,25447.75,25476.25,1233
1770187500,25476.5,25489.75,25467,25471.5,1227
1770188400,25470.75,25491,25469.25,25486,907
1770189300,25485.5,25499,25482,25491.25,1066
1770190200,25490,25508.25,25474.75,25505.25,1526
1770191100,25503.5,25514.25,25499.5,25503,1434
1770192000,25502.25,25509.5,25459.25,25493.5,2760
1770192900,25493,25494.5,25410,25412.75,2559
